,badBondsCategory,badAnglesCategory,rankCategory
00108_dnfs_0057394.pdb,Warning,Warning,Warning
00117_dnfs_0066124.pdb,Warning,Warning,Warning
00119_dnfs_0068703.pdb,Warning,Warning,Warning
00083_dnfs_0032433.pdb,Warning,Warning,Warning
00067_dnfs_0015907.pdb,Warning,Warning,Warning
00441_r1feb2024_0082034.pdb,Good,Caution,Good
00327_dnfs_0276521.pdb,Warning,Warning,Warning
00138_dnfs_0087312.pdb,Warning,Warning,Warning
00411_r1feb2024_0051684.pdb,Good,Caution,Good
00324_dnfs_0273649.pdb,Warning,Warning,Warning
00227_dnfs_0176596.pdb,Warning,Warning,Warning
00174_dnfs_0123030.pdb,Warning,Warning,Warning
00299_dnfs_0248455.pdb,Warning,Warning,Warning
00095_dnfs_0044658.pdb,Warning,Warning,Warning
00112_dnfs_0060885.pdb,Warning,Warning,Warning
00155_dnfs_0104763.pdb,Warning,Warning,Warning
00112_dnfs_0061771.pdb,Warning,Warning,Warning
00169_dnfs_0118091.pdb,Warning,Warning,Warning
00195_dnfs_0144774.pdb,Warning,Warning,Warning
00285_dnfs_0233884.pdb,Warning,Warning,Warning
00084_dnfs_0032965.pdb,Warning,Warning,Warning
00419_r1feb2024_0059955.pdb,Good,Warning,Good
00299_dnfs_0248442.pdb,Warning,Warning,Warning
00108_dnfs_0057408.pdb,Warning,Warning,Warning
00111_dnfs_0060732.pdb,Warning,Warning,Warning
00289_dnfs_0238359.pdb,Warning,Warning,Warning
00089_dnfs_0038057.pdb,Warning,Warning,Warning
00105_dnfs_0054732.pdb,Warning,Warning,Warning
00159_dnfs_0108189.pdb,Warning,Warning,Warning
00263_dnfs_0212603.pdb,Warning,Warning,Warning
00200_dnfs_0149590.pdb,Warning,Warning,Warning
00417_r1feb2024_0058119.pdb,Good,Caution,Good
00304_dnfs_0253193.pdb,Warning,Warning,Warning
00298_dnfs_0247397.pdb,Warning,Warning,Warning
00164_dnfs_0113195.pdb,Warning,Warning,Warning
00371_r1feb2024_0011478.pdb,Good,Caution,Good
00123_dnfs_0072110.pdb,Warning,Warning,Warning
00316_dnfs_0265021.pdb,Warning,Warning,Warning
00435_r1feb2024_0075184.pdb,Good,Caution,Good
00355_dnfs_0304268.pdb,Warning,Warning,Warning
00280_dnfs_0229423.pdb,Warning,Warning,Warning
00435_r1feb2024_0075739.pdb,Good,Caution,Good
00390_r1feb2024_0030571.pdb,Good,Caution,Good
00418_r1feb2024_0059009.pdb,Good,Caution,Good
00065_dnfs_0014241.pdb,Warning,Warning,Warning
00322_dnfs_0271786.pdb,Warning,Warning,Warning
00324_dnfs_0273738.pdb,Warning,Warning,Warning
00176_dnfs_0125605.pdb,Warning,Warning,Warning
00076_dnfs_0025273.pdb,Warning,Warning,Warning
00231_dnfs_0180622.pdb,Warning,Warning,Warning
00394_r1feb2024_0034292.pdb,Good,Caution,Good
00132_dnfs_0081660.pdb,Warning,Warning,Warning
00068_dnfs_0017695.pdb,Warning,Warning,Warning
00361_r1feb2024_0002032.pdb,Good,Caution,Good
00170_dnfs_0119554.pdb,Warning,Warning,Warning
00070_dnfs_0018849.pdb,Warning,Warning,Warning
00178_dnfs_0127281.pdb,Warning,Warning,Warning
00222_dnfs_0171670.pdb,Warning,Warning,Warning
00411_r1feb2024_0051444.pdb,Good,Caution,Good
00119_dnfs_0068817.pdb,Warning,Warning,Warning
00088_dnfs_0037019.pdb,Warning,Warning,Warning
00155_dnfs_0104638.pdb,Warning,Warning,Warning
00093_dnfs_0042128.pdb,Warning,Warning,Warning
00057_dnfs_0006482.pdb,Warning,Warning,Warning
00278_dnfs_0227511.pdb,Warning,Warning,Warning
00383_r1feb2024_0023731.pdb,Good,Caution,Good
00112_dnfs_0061665.pdb,Warning,Warning,Warning
00434_r1feb2024_0074687.pdb,Good,Caution,Good
00135_dnfs_0084567.pdb,Warning,Warning,Warning
00202_dnfs_0151285.pdb,Warning,Warning,Warning
00352_dnfs_0301484.pdb,Warning,Warning,Warning
00263_dnfs_0212665.pdb,Warning,Warning,Warning
00395_r1feb2024_0035691.pdb,Good,Caution,Good
00242_dnfs_0191368.pdb,Warning,Warning,Warning
00346_dnfs_0295648.pdb,Warning,Warning,Warning
00229_dnfs_0178156.pdb,Warning,Warning,Warning
00076_dnfs_0025136.pdb,Warning,Warning,Warning
00274_dnfs_0223041.pdb,Warning,Warning,Warning
00355_dnfs_0304809.pdb,Warning,Warning,Warning
00369_r1feb2024_0009350.pdb,Good,Caution,Good
00156_dnfs_0105557.pdb,Warning,Warning,Warning
00317_dnfs_0265866.pdb,Warning,Warning,Warning
00447_r1feb2024_0087234.pdb,Good,Caution,Good
00162_dnfs_0111551.pdb,Warning,Warning,Warning
00366_r1feb2024_0006830.pdb,Good,Caution,Good
00279_dnfs_0228393.pdb,Warning,Warning,Warning
00052_dnfs_0001529.pdb,Warning,Warning,Warning
00196_dnfs_0145288.pdb,Warning,Warning,Warning
00266_dnfs_0215296.pdb,Warning,Warning,Warning
00402_r1feb2024_0043002.pdb,Good,Caution,Good
00261_dnfs_0210402.pdb,Warning,Warning,Warning
00117_dnfs_0066375.pdb,Warning,Warning,Warning
00155_dnfs_0104724.pdb,Warning,Warning,Warning
00402_r1feb2024_0042505.pdb,Good,Caution,Good
00221_dnfs_0170749.pdb,Warning,Warning,Warning
00341_dnfs_0290192.pdb,Warning,Warning,Warning
00375_r1feb2024_0016006.pdb,Good,Caution,Good
00178_dnfs_0127737.pdb,Warning,Warning,Warning
00285_dnfs_0234059.pdb,Warning,Warning,Warning
00353_dnfs_0302285.pdb,Warning,Warning,Warning
00411_r1feb2024_0051619.pdb,Good,Caution,Good
00344_dnfs_0293680.pdb,Warning,Warning,Warning
00400_r1feb2024_0040851.pdb,Good,Caution,Good
00374_r1feb2024_0014961.pdb,Good,Caution,Good
00195_dnfs_0144796.pdb,Warning,Warning,Warning
00295_dnfs_0244610.pdb,Warning,Warning,Warning
00378_r1feb2024_0018639.pdb,Good,Caution,Good
00304_dnfs_0252961.pdb,Warning,Warning,Warning
00443_r1feb2024_0083933.pdb,Good,Caution,Good
00341_dnfs_0290062.pdb,Warning,Warning,Warning
00408_r1feb2024_0048803.pdb,Good,Caution,Good
00343_dnfs_0292533.pdb,Warning,Warning,Warning
00446_r1feb2024_0086184.pdb,Good,Caution,Good
00218_dnfs_0167754.pdb,Warning,Warning,Warning
00443_r1feb2024_0084114.pdb,Good,Caution,Good
00197_dnfs_0146399.pdb,Warning,Warning,Warning
00418_r1feb2024_0058288.pdb,Good,Caution,Good
00226_dnfs_0175600.pdb,Warning,Warning,Warning
00279_dnfs_0227838.pdb,Warning,Warning,Warning
00237_dnfs_0186044.pdb,Warning,Warning,Warning
00225_dnfs_0174056.pdb,Warning,Warning,Warning
00240_dnfs_0189674.pdb,Warning,Warning,Warning
00365_r1feb2024_0005863.pdb,Good,Caution,Good
00285_dnfs_0234117.pdb,Warning,Warning,Warning
00137_dnfs_0086822.pdb,Warning,Warning,Warning
00071_dnfs_0019885.pdb,Warning,Warning,Warning
00391_r1feb2024_0031530.pdb,Good,Caution,Good
00344_dnfs_0293366.pdb,Warning,Warning,Warning
00258_dnfs_0207423.pdb,Warning,Warning,Warning
00278_dnfs_0227536.pdb,Warning,Warning,Warning
00433_r1feb2024_0074160.pdb,Good,Caution,Good
00178_dnfs_0127316.pdb,Warning,Warning,Warning
00054_dnfs_0003326.pdb,Warning,Warning,Warning
00312_dnfs_0261788.pdb,Warning,Warning,Warning
00205_dnfs_0154666.pdb,Warning,Warning,Warning
00068_dnfs_0016827.pdb,Warning,Warning,Warning
00126_dnfs_0075710.pdb,Warning,Warning,Warning
00334_dnfs_0283087.pdb,Warning,Warning,Warning
00313_dnfs_0262569.pdb,Warning,Warning,Warning
00406_r1feb2024_0046781.pdb,Good,Caution,Good
00320_dnfs_0269169.pdb,Warning,Warning,Warning
00176_dnfs_0125130.pdb,Warning,Warning,Warning
00228_dnfs_0176953.pdb,Warning,Warning,Warning
00097_dnfs_0046597.pdb,Warning,Warning,Warning
00069_dnfs_0018040.pdb,Warning,Warning,Warning
00414_r1feb2024_0054510.pdb,Good,Caution,Good
00261_dnfs_0210756.pdb,Warning,Warning,Warning
00108_dnfs_0057804.pdb,Warning,Warning,Warning
00155_dnfs_0104221.pdb,Warning,Warning,Warning
00193_dnfs_0141848.pdb,Warning,Warning,Warning
00143_dnfs_0092487.pdb,Warning,Warning,Warning
00340_dnfs_0289603.pdb,Warning,Warning,Warning
00346_dnfs_0295576.pdb,Warning,Warning,Warning
00313_dnfs_0262450.pdb,Warning,Warning,Warning
00119_dnfs_0068738.pdb,Warning,Warning,Warning
00220_dnfs_0168874.pdb,Warning,Warning,Warning
00346_dnfs_0295608.pdb,Warning,Warning,Warning
00135_dnfs_0083907.pdb,Warning,Warning,Warning
00428_r1feb2024_0068586.pdb,Good,Caution,Good
00074_dnfs_0023257.pdb,Warning,Warning,Warning
00305_dnfs_0254422.pdb,Warning,Warning,Warning
00392_r1feb2024_0033079.pdb,Good,Caution,Good
00428_r1feb2024_0068195.pdb,Good,Caution,Good
00161_dnfs_0110629.pdb,Warning,Warning,Warning
00356_dnfs_0305446.pdb,Warning,Warning,Warning
00427_r1feb2024_0068125.pdb,Good,Caution,Good
00098_dnfs_0047146.pdb,Warning,Warning,Warning
00425_r1feb2024_0065860.pdb,Good,Caution,Good
00405_r1feb2024_0045334.pdb,Good,Caution,Good
00107_dnfs_0056655.pdb,Warning,Warning,Warning
00153_dnfs_0102625.pdb,Warning,Warning,Warning
00156_dnfs_0105201.pdb,Warning,Warning,Warning
00202_dnfs_0151130.pdb,Warning,Warning,Warning
00296_dnfs_0245609.pdb,Warning,Warning,Warning
00279_dnfs_0228653.pdb,Warning,Warning,Warning
00386_r1feb2024_0026417.pdb,Good,Caution,Good
00118_dnfs_0067218.pdb,Warning,Warning,Warning
00446_r1feb2024_0086947.pdb,Good,Caution,Good
00344_dnfs_0292964.pdb,Warning,Warning,Warning
00212_dnfs_0161460.pdb,Warning,Warning,Warning
00179_dnfs_0128396.pdb,Warning,Warning,Warning
00306_dnfs_0255597.pdb,Warning,Warning,Warning
00337_dnfs_0286224.pdb,Warning,Warning,Warning
00412_r1feb2024_0052509.pdb,Good,Caution,Good
00259_dnfs_0207944.pdb,Warning,Warning,Warning
00093_dnfs_0042243.pdb,Warning,Warning,Warning
00410_r1feb2024_0050392.pdb,Good,Caution,Good
00084_dnfs_0033315.pdb,Warning,Warning,Warning
00417_r1feb2024_0057189.pdb,Good,Caution,Good
00424_r1feb2024_0065040.pdb,Good,Warning,Good
00212_dnfs_0161779.pdb,Warning,Warning,Warning
00443_r1feb2024_0083787.pdb,Good,Caution,Good
00418_r1feb2024_0058239.pdb,Good,Caution,Good
00130_dnfs_0078836.pdb,Warning,Warning,Warning
00410_r1feb2024_0050580.pdb,Good,Caution,Good
00391_r1feb2024_0031717.pdb,Good,Caution,Good
00447_r1feb2024_0087415.pdb,Good,Caution,Good
00156_dnfs_0105345.pdb,Warning,Warning,Warning
00435_r1feb2024_0076064.pdb,Good,Caution,Good
00070_dnfs_0019111.pdb,Warning,Warning,Warning
00296_dnfs_0245706.pdb,Warning,Warning,Warning
00185_dnfs_0134814.pdb,Warning,Warning,Warning
00093_dnfs_0042501.pdb,Warning,Warning,Warning
00394_r1feb2024_0034552.pdb,Good,Warning,Good
00290_dnfs_0239198.pdb,Warning,Warning,Warning
00103_dnfs_0052636.pdb,Warning,Warning,Warning
00274_dnfs_0223446.pdb,Warning,Warning,Warning
00205_dnfs_0154338.pdb,Warning,Warning,Warning
00289_dnfs_0237857.pdb,Warning,Warning,Warning
00326_dnfs_0274915.pdb,Warning,Warning,Warning
00321_dnfs_0270795.pdb,Warning,Warning,Warning
00336_dnfs_0284848.pdb,Warning,Warning,Warning
00312_dnfs_0261612.pdb,Warning,Warning,Warning
00243_dnfs_0192106.pdb,Warning,Warning,Warning
00086_dnfs_0035772.pdb,Warning,Warning,Warning
00419_r1feb2024_0059215.pdb,Good,Caution,Good
00079_dnfs_0027981.pdb,Warning,Warning,Warning
00229_dnfs_0178482.pdb,Warning,Warning,Warning
00422_r1feb2024_0062804.pdb,Good,Caution,Good
00391_r1feb2024_0031335.pdb,Good,Caution,Good
00112_dnfs_0061696.pdb,Warning,Warning,Warning
00434_r1feb2024_0075057.pdb,Good,Caution,Good
00405_r1feb2024_0045442.pdb,Good,Warning,Good
00208_dnfs_0157586.pdb,Warning,Warning,Warning
00059_dnfs_0008650.pdb,Warning,Warning,Warning
00058_dnfs_0007496.pdb,Warning,Warning,Warning
00096_dnfs_0045793.pdb,Warning,Warning,Warning
00404_r1feb2024_0044391.pdb,Good,Caution,Good
00339_dnfs_0287925.pdb,Warning,Warning,Warning
00117_dnfs_0066759.pdb,Warning,Warning,Warning
00277_dnfs_0226248.pdb,Warning,Warning,Warning
00345_dnfs_0294017.pdb,Warning,Warning,Warning
00186_dnfs_0135261.pdb,Warning,Warning,Warning
00238_dnfs_0187482.pdb,Warning,Warning,Warning
00185_dnfs_0133900.pdb,Warning,Warning,Warning
00386_r1feb2024_0026637.pdb,Good,Caution,Good
00077_dnfs_0025959.pdb,Warning,Warning,Warning
00182_dnfs_0131561.pdb,Warning,Warning,Warning
00115_dnfs_0064440.pdb,Warning,Warning,Warning
00393_r1feb2024_0034056.pdb,Good,Warning,Good
00128_dnfs_0076899.pdb,Warning,Warning,Warning
00356_dnfs_0305715.pdb,Warning,Warning,Warning
00397_r1feb2024_0037661.pdb,Good,Caution,Good
00221_dnfs_0170665.pdb,Warning,Warning,Warning
00422_r1feb2024_0062993.pdb,Good,Caution,Good
00437_r1feb2024_0077224.pdb,Good,Caution,Good
00090_dnfs_0039676.pdb,Warning,Warning,Warning
00109_dnfs_0058566.pdb,Warning,Warning,Warning
00374_r1feb2024_0014778.pdb,Good,Caution,Good
00293_dnfs_0241853.pdb,Warning,Warning,Warning
00158_dnfs_0107381.pdb,Warning,Warning,Warning
00252_dnfs_0201109.pdb,Warning,Warning,Warning
00369_r1feb2024_0009723.pdb,Good,Caution,Good
00444_r1feb2024_0084265.pdb,Good,Caution,Good
00411_r1feb2024_0051671.pdb,Good,Caution,Good
00105_dnfs_0054441.pdb,Warning,Warning,Warning
00151_dnfs_0100050.pdb,Warning,Warning,Warning
00213_dnfs_0162742.pdb,Warning,Warning,Warning
00320_dnfs_0268915.pdb,Warning,Warning,Warning
00110_dnfs_0059410.pdb,Warning,Warning,Warning
00199_dnfs_0148610.pdb,Warning,Warning,Warning
00275_dnfs_0224305.pdb,Warning,Warning,Warning
00309_dnfs_0258416.pdb,Warning,Warning,Warning
00332_dnfs_0281726.pdb,Warning,Warning,Warning
00234_dnfs_0182948.pdb,Warning,Warning,Warning
00098_dnfs_0046900.pdb,Warning,Warning,Warning
00107_dnfs_0056309.pdb,Warning,Warning,Warning
00152_dnfs_0101022.pdb,Warning,Warning,Warning
00154_dnfs_0103229.pdb,Warning,Warning,Warning
00169_dnfs_0118390.pdb,Warning,Warning,Warning
00285_dnfs_0234565.pdb,Warning,Warning,Warning
00208_dnfs_0157596.pdb,Warning,Warning,Warning
00175_dnfs_0124272.pdb,Warning,Warning,Warning
00092_dnfs_0041282.pdb,Warning,Warning,Warning
00208_dnfs_0157824.pdb,Warning,Warning,Warning
00398_r1feb2024_0038249.pdb,Good,Warning,Good
00350_dnfs_0299223.pdb,Warning,Warning,Warning
00063_dnfs_0011881.pdb,Warning,Warning,Warning
00142_dnfs_0091327.pdb,Warning,Warning,Warning
00080_dnfs_0029517.pdb,Warning,Warning,Warning
00132_dnfs_0080992.pdb,Warning,Warning,Warning
00302_dnfs_0251611.pdb,Warning,Warning,Warning
00376_r1feb2024_0016258.pdb,Good,Caution,Good
00095_dnfs_0044735.pdb,Warning,Warning,Warning
00067_dnfs_0016375.pdb,Warning,Warning,Warning
00184_dnfs_0133477.pdb,Warning,Warning,Warning
00420_r1feb2024_0060752.pdb,Good,Warning,Good
00270_dnfs_0219023.pdb,Warning,Warning,Warning
00422_r1feb2024_0062905.pdb,Good,Caution,Good
00085_dnfs_0034413.pdb,Warning,Warning,Warning
00155_dnfs_0104701.pdb,Warning,Warning,Warning
00285_dnfs_0234566.pdb,Warning,Warning,Warning
00193_dnfs_0141927.pdb,Warning,Warning,Warning
00246_dnfs_0195185.pdb,Warning,Warning,Warning
00112_dnfs_0061286.pdb,Warning,Warning,Warning
00169_dnfs_0118110.pdb,Warning,Warning,Warning
00139_dnfs_0088598.pdb,Warning,Warning,Warning
00447_r1feb2024_0087324.pdb,Good,Good,Good
00426_r1feb2024_0066664.pdb,Good,Caution,Good
00106_dnfs_0055499.pdb,Warning,Warning,Warning
00104_dnfs_0052858.pdb,Warning,Warning,Warning
00240_dnfs_0189533.pdb,Warning,Warning,Warning
00075_dnfs_0024253.pdb,Warning,Warning,Warning
00264_dnfs_0213359.pdb,Warning,Warning,Warning
00322_dnfs_0271452.pdb,Warning,Warning,Warning
00229_dnfs_0178301.pdb,Warning,Warning,Warning
00143_dnfs_0092471.pdb,Warning,Warning,Warning
00371_r1feb2024_0011187.pdb,Good,Warning,Good
00227_dnfs_0176477.pdb,Warning,Warning,Warning
00445_r1feb2024_0085403.pdb,Good,Caution,Good
00319_dnfs_0268508.pdb,Warning,Warning,Warning
00380_r1feb2024_0020289.pdb,Caution,Caution,Good
00256_dnfs_0205743.pdb,Warning,Warning,Warning
00165_dnfs_0114712.pdb,Warning,Warning,Warning
00300_dnfs_0249689.pdb,Warning,Warning,Warning
00236_dnfs_0185571.pdb,Warning,Warning,Warning
00098_dnfs_0046961.pdb,Warning,Warning,Warning
00078_dnfs_0027804.pdb,Warning,Warning,Warning
00446_r1feb2024_0086773.pdb,Good,Caution,Good
00169_dnfs_0117834.pdb,Warning,Warning,Warning
00130_dnfs_0078877.pdb,Warning,Warning,Warning
00066_dnfs_0014875.pdb,Warning,Warning,Warning
00051_dnfs_0000741.pdb,Warning,Warning,Warning
00275_dnfs_0224361.pdb,Warning,Warning,Warning
00215_dnfs_0163915.pdb,Warning,Warning,Warning
00445_r1feb2024_0085547.pdb,Good,Caution,Good
00096_dnfs_0045133.pdb,Warning,Warning,Warning
00224_dnfs_0173705.pdb,Warning,Warning,Warning
00122_dnfs_0071408.pdb,Warning,Warning,Warning
00143_dnfs_0092723.pdb,Warning,Warning,Warning
00390_r1feb2024_0031009.pdb,Good,Caution,Good
00405_r1feb2024_0045982.pdb,Good,Warning,Good
00300_dnfs_0249204.pdb,Warning,Warning,Warning
00335_dnfs_0284674.pdb,Warning,Warning,Warning
00103_dnfs_0052433.pdb,Warning,Warning,Warning
00197_dnfs_0146666.pdb,Warning,Warning,Warning
00227_dnfs_0176338.pdb,Warning,Warning,Warning
00323_dnfs_0272122.pdb,Warning,Warning,Warning
00132_dnfs_0081751.pdb,Warning,Warning,Warning
00246_dnfs_0195737.pdb,Warning,Warning,Warning
00402_r1feb2024_0042913.pdb,Good,Caution,Good
00082_dnfs_0031108.pdb,Warning,Warning,Warning
00236_dnfs_0185669.pdb,Warning,Warning,Warning
00446_r1feb2024_0086983.pdb,Caution,Caution,Good
00088_dnfs_0037560.pdb,Warning,Warning,Warning
00096_dnfs_0045285.pdb,Warning,Warning,Warning
00102_dnfs_0051527.pdb,Warning,Warning,Warning
00417_r1feb2024_0058076.pdb,Good,Caution,Good
00060_dnfs_0008906.pdb,Warning,Warning,Warning
00398_r1feb2024_0039051.pdb,Good,Caution,Good
00128_dnfs_0077382.pdb,Warning,Warning,Warning
00085_dnfs_0034517.pdb,Warning,Warning,Warning
00253_dnfs_0202519.pdb,Warning,Warning,Warning
00074_dnfs_0023485.pdb,Warning,Warning,Warning
00285_dnfs_0234328.pdb,Warning,Warning,Warning
00429_r1feb2024_0069395.pdb,Good,Caution,Good
00411_r1feb2024_0051799.pdb,Good,Warning,Good
00113_dnfs_0062803.pdb,Warning,Warning,Warning
00213_dnfs_0162604.pdb,Warning,Warning,Warning
00361_r1feb2024_0002164.pdb,Good,Caution,Good
00134_dnfs_0083030.pdb,Warning,Warning,Warning
00440_r1feb2024_0080874.pdb,Good,Warning,Good
00172_dnfs_0121675.pdb,Warning,Warning,Warning
00152_dnfs_0101536.pdb,Warning,Warning,Warning
00360_r1feb2024_0001001.pdb,Good,Caution,Good
00226_dnfs_0175109.pdb,Warning,Warning,Warning
00379_r1feb2024_0019891.pdb,Good,Caution,Good
00408_r1feb2024_0048893.pdb,Good,Caution,Good
00346_dnfs_0295248.pdb,Warning,Warning,Warning
00434_r1feb2024_0074613.pdb,Good,Caution,Good
00324_dnfs_0273792.pdb,Warning,Warning,Warning
00312_dnfs_0261298.pdb,Warning,Warning,Warning
00054_dnfs_0003068.pdb,Warning,Warning,Warning
00439_r1feb2024_0079797.pdb,Good,Caution,Good
00219_dnfs_0167873.pdb,Warning,Warning,Warning
00247_dnfs_0196496.pdb,Warning,Warning,Warning
00188_dnfs_0137102.pdb,Warning,Warning,Warning
00223_dnfs_0172593.pdb,Warning,Warning,Warning
00155_dnfs_0104544.pdb,Warning,Warning,Warning
00137_dnfs_0086119.pdb,Warning,Warning,Warning
00297_dnfs_0246635.pdb,Warning,Warning,Warning
00248_dnfs_0197491.pdb,Warning,Warning,Warning
00146_dnfs_0095294.pdb,Warning,Warning,Warning
00173_dnfs_0121910.pdb,Warning,Warning,Warning
00102_dnfs_0051143.pdb,Warning,Warning,Warning
00181_dnfs_0130553.pdb,Warning,Warning,Warning
00405_r1feb2024_0045936.pdb,Good,Caution,Good
00292_dnfs_0241010.pdb,Warning,Warning,Warning
00344_dnfs_0293081.pdb,Warning,Warning,Warning
00388_r1feb2024_0028962.pdb,Good,Caution,Good
00068_dnfs_0017136.pdb,Warning,Warning,Warning
00198_dnfs_0147595.pdb,Warning,Warning,Warning
00313_dnfs_0262688.pdb,Warning,Warning,Warning
00434_r1feb2024_0074230.pdb,Good,Caution,Good
00417_r1feb2024_0058039.pdb,Good,Caution,Good
00247_dnfs_0196340.pdb,Warning,Warning,Warning
00440_r1feb2024_0080787.pdb,Good,Warning,Good
00345_dnfs_0294777.pdb,Warning,Warning,Warning
00286_dnfs_0235251.pdb,Warning,Warning,Warning
00158_dnfs_0107050.pdb,Warning,Warning,Warning
00108_dnfs_0056943.pdb,Warning,Warning,Warning
00441_r1feb2024_0081447.pdb,Good,Caution,Good
00125_dnfs_0074692.pdb,Warning,Warning,Warning
00210_dnfs_0159306.pdb,Warning,Warning,Warning
00201_dnfs_0150538.pdb,Warning,Warning,Warning
00363_r1feb2024_0003291.pdb,Good,Warning,Good
00210_dnfs_0158981.pdb,Warning,Warning,Warning
00421_r1feb2024_0061933.pdb,Good,Caution,Good
00369_r1feb2024_0009589.pdb,Good,Caution,Good
00329_dnfs_0278118.pdb,Warning,Warning,Warning
00134_dnfs_0082987.pdb,Warning,Warning,Warning
00295_dnfs_0244291.pdb,Warning,Warning,Warning
00155_dnfs_0104136.pdb,Warning,Warning,Warning
00436_r1feb2024_0076415.pdb,Good,Caution,Good
00221_dnfs_0169927.pdb,Warning,Warning,Warning
00389_r1feb2024_0029470.pdb,Good,Caution,Good
00084_dnfs_0033092.pdb,Warning,Warning,Warning
00241_dnfs_0189960.pdb,Warning,Warning,Warning
00073_dnfs_0022343.pdb,Warning,Warning,Warning
00274_dnfs_0223465.pdb,Warning,Warning,Warning
00349_dnfs_0298154.pdb,Warning,Warning,Warning
00067_dnfs_0016768.pdb,Warning,Warning,Warning
00425_r1feb2024_0065995.pdb,Good,Caution,Good
00355_dnfs_0304764.pdb,Warning,Warning,Warning
00234_dnfs_0182916.pdb,Warning,Warning,Warning
00364_r1feb2024_0004246.pdb,Good,Caution,Good
00251_dnfs_0200574.pdb,Warning,Warning,Warning
00091_dnfs_0040805.pdb,Warning,Warning,Warning
00059_dnfs_0008089.pdb,Warning,Warning,Warning
00196_dnfs_0145086.pdb,Warning,Warning,Warning
00374_r1feb2024_0014812.pdb,Good,Caution,Good
00199_dnfs_0148256.pdb,Warning,Warning,Warning
00374_r1feb2024_0014325.pdb,Good,Caution,Good
00261_dnfs_0210281.pdb,Warning,Warning,Warning
00172_dnfs_0121696.pdb,Warning,Warning,Warning
00337_dnfs_0286242.pdb,Warning,Warning,Warning
00073_dnfs_0022622.pdb,Warning,Warning,Warning
00153_dnfs_0102331.pdb,Warning,Warning,Warning
00289_dnfs_0238229.pdb,Warning,Warning,Warning
00321_dnfs_0269899.pdb,Warning,Warning,Warning
00209_dnfs_0157888.pdb,Warning,Warning,Warning
00133_dnfs_0082070.pdb,Warning,Warning,Warning
00295_dnfs_0243922.pdb,Warning,Warning,Warning
00349_dnfs_0298653.pdb,Warning,Warning,Warning
00153_dnfs_0102151.pdb,Warning,Warning,Warning
00401_r1feb2024_0041520.pdb,Good,Caution,Good
00262_dnfs_0210872.pdb,Warning,Warning,Warning
00434_r1feb2024_0074777.pdb,Good,Caution,Good
00180_dnfs_0129322.pdb,Warning,Warning,Warning
00118_dnfs_0067266.pdb,Warning,Warning,Warning
00262_dnfs_0211141.pdb,Warning,Warning,Warning
00141_dnfs_0090139.pdb,Warning,Warning,Warning
00195_dnfs_0143953.pdb,Warning,Warning,Warning
00398_r1feb2024_0039167.pdb,Good,Caution,Good
00145_dnfs_0094714.pdb,Warning,Warning,Warning
00140_dnfs_0089414.pdb,Warning,Warning,Warning
00294_dnfs_0243309.pdb,Warning,Warning,Warning
00313_dnfs_0261885.pdb,Warning,Warning,Warning
00178_dnfs_0126976.pdb,Warning,Warning,Warning
00088_dnfs_0037334.pdb,Warning,Warning,Warning
00411_r1feb2024_0051847.pdb,Good,Caution,Good
00183_dnfs_0132307.pdb,Warning,Warning,Warning
00258_dnfs_0206915.pdb,Warning,Warning,Warning
00276_dnfs_0225757.pdb,Warning,Warning,Warning
00290_dnfs_0239041.pdb,Warning,Warning,Warning
00194_dnfs_0143268.pdb,Warning,Warning,Warning
00167_dnfs_0116484.pdb,Warning,Warning,Warning
00418_r1feb2024_0058250.pdb,Good,Caution,Good
00437_r1feb2024_0077190.pdb,Good,Caution,Good
00281_dnfs_0230523.pdb,Warning,Warning,Warning
00126_dnfs_0075536.pdb,Warning,Warning,Warning
00243_dnfs_0192137.pdb,Warning,Warning,Warning
00447_r1feb2024_0087412.pdb,Warning,Warning,Good
00443_r1feb2024_0084106.pdb,Good,Caution,Good
00164_dnfs_0113586.pdb,Warning,Warning,Warning
00398_r1feb2024_0038535.pdb,Good,Caution,Good
00145_dnfs_0094824.pdb,Warning,Warning,Warning
00172_dnfs_0121483.pdb,Warning,Warning,Warning
00070_dnfs_0018970.pdb,Warning,Warning,Warning
00224_dnfs_0172975.pdb,Warning,Warning,Warning
00082_dnfs_0031547.pdb,Warning,Warning,Warning
00415_r1feb2024_0055821.pdb,Caution,Warning,Good
00315_dnfs_0264583.pdb,Warning,Warning,Warning
00079_dnfs_0028135.pdb,Warning,Warning,Warning
00407_r1feb2024_0047623.pdb,Caution,Caution,Good
00405_r1feb2024_0045743.pdb,Good,Caution,Good
00373_r1feb2024_0014097.pdb,Good,Caution,Good
00324_dnfs_0272994.pdb,Warning,Warning,Warning
00226_dnfs_0174872.pdb,Warning,Warning,Warning
00343_dnfs_0292159.pdb,Warning,Warning,Warning
00341_dnfs_0290287.pdb,Warning,Warning,Warning
00299_dnfs_0248445.pdb,Warning,Warning,Warning
00172_dnfs_0121402.pdb,Warning,Warning,Warning
00226_dnfs_0175477.pdb,Warning,Warning,Warning
00186_dnfs_0135220.pdb,Warning,Warning,Warning
00077_dnfs_0026477.pdb,Warning,Warning,Warning
00349_dnfs_0297932.pdb,Warning,Warning,Warning
00055_dnfs_0004497.pdb,Warning,Warning,Warning
00087_dnfs_0036672.pdb,Warning,Warning,Warning
